web-scraper-order,web-scraper-start-url,link,link-href,title,price,ratings,num_rates,screen_size,refresh_rate,chipset,GPU,sim_slot,RAM,internal_storage,battery,operating_system,type
1742968812-149,https://cellphones.com.vn/mobile.html,"Infinix Hot 40 Pro Free Fire 8GB 256GB 6.78 inches8 GB256 GB  Trả góp 0%  
    :
   
      3.990.000đ
     
        4.290.000đ
       
          Giảm 7%
           Smember giảm thêm
            đến 40.000đ 
            S-Student giảm thêm đến 200.000đ 
              Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",https://cellphones.com.vn/dien-thoai-infinix-hot-40-pro.html,Infinix Hot 40 Pro Free Fire 8GB 256GB,3.990.000 đ,5.0/5,30,6.78 inches,"Tần số quét 120Hz, 500 nits, Gamut phổ màu 85% NTSC",Mediatek Helio G99 (6nm),Mali-G57 MC2,2 SIM (Nano-SIM),8 GB,256 GB,5000 mAh,Android 13,https://cellphones.com.vn/mobile/infinix.html
1742968821-150,https://cellphones.com.vn/mobile.html,"Infinix Hot 40i 8GB 256GB 6.56 inches8 GB256 GB  Trả góp 0%  
    :
   
      2.890.000đ
     
        3.190.000đ
       
          Giảm 9%
           Smember giảm thêm
            đến 29.000đ 
            S-Student giảm thêm đến 145.000đ",https://cellphones.com.vn/dien-thoai-infinix-hot-40i-8gb-256gb.html,Infinix Hot 40i 8GB 256GB,2.890.000 đ,4.9/5,7,6.56 inches,"Tần số quét 60/90Hz, 480 nits, Gamut phổ màu DCI-P3",Unisoc T606 (12 nm),"Mali-G57 MC2, 650MHz",2 SIM (Nano-SIM),8 GB,256 GB,5000 mAh,Android 13,https://cellphones.com.vn/mobile/infinix.html
1742968829-151,https://cellphones.com.vn/mobile.html,"Infinix Hot 50 8GB 256GB 6.78 inches8 GB256 GB  Trả góp 0%  
    :
   
      3.790.000đ
     
        3.990.000đ
       
          Giảm 5%
           Smember giảm thêm
            đến 38.000đ 
            S-Student giảm thêm đến 190.000đ 
              Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",https://cellphones.com.vn/dien-thoai-infinix-hot-50.html,Infinix Hot 50 8GB 256GB,3.790.000₫,5.0/5,4,6.78 inches,120Hz,MediaTek Helio G100,,2 SIM (Nano-SIM),8 GB,256 GB,"5,000 mAh",Android 14,https://cellphones.com.vn/mobile/infinix.html
1742968838-152,https://cellphones.com.vn/mobile.html,"Infinix Hot 50 Pro Plus 8GB 256GB 6.78 inches8 GB256 GB  Trả góp 0%  
    :
   
      4.890.000đ
     
        4.990.000đ
       
          Giảm 2%
           Smember giảm thêm
            đến 49.000đ 
            S-Student giảm thêm đến 245.000đ 
              Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",https://cellphones.com.vn/dien-thoai-infinix-hot-50-pro-plus.html,Infinix Hot 50 Pro Plus 8GB 256GB,4.890.000₫,4.9/5,12,6.78 inches,,MediaTek Helio G100,,2 SIM (Nano-SIM),8 GB,256 GB,"5,000 mAh",Android 14,https://cellphones.com.vn/mobile/infinix.html
1742968849-153,https://cellphones.com.vn/mobile.html,"Nothing Phone 3A  
          Hết hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/dien-thoai-nothing-phone-3a.html,Nothing Phone 3A,Giá liên hệ,,,6.77 inches,,Qualcomm SM7635 Snapdragon 7s Gen 3,,2 Nano-SIM,8 GB,128 GB,5000mAh,Nothing OS 3.1 (Based on Android 15),https://cellphones.com.vn/mobile/nothing-phone.html
1742968858-154,https://cellphones.com.vn/mobile.html,"Nothing Phone CMF 1 8GB 256GB  
          Sắp về hàng Trả góp 0%  
    :
   
      7.090.000đ
     
        7.590.000đ
       
          Giảm 7%
           Smember giảm thêm
            đến 71.000đ 
            S-Student giảm thêm đến 200.000đ 
              Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",https://cellphones.com.vn/dien-thoai-nothing-cmf-phone-1-8gb-256gb.html,Nothing Phone CMF 1 8GB 256GB,7.090.000 đ,,,6.67 inches,,MediaTek Dimensity 7300 5G,4nm TSMC process,2 SIM (Nano-SIM),8 GB,256 GB,5000 mAh,Android 14,https://cellphones.com.vn/mobile/nothing-phone.html
1742968867-155,https://cellphones.com.vn/mobile.html,"Nothing Phone 1  
          Sắp về hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/nothing-phone-1.html,Nothing Phone 1,Giá liên hệ,,,6.55 inches,"Tần số quét 120Hz
Gorilla Glass 5",Qualcomm Snapdragon 778G+ 5G (6 nm),Adreno 642L,,8 GB,128 GB,4.500 mAh,Android 12,https://cellphones.com.vn/mobile/nothing-phone.html
1742968877-156,https://cellphones.com.vn/mobile.html,"Nothing Phone CMF 1 8GB 128GB  
          Sắp về hàng Trả góp 0%  
    :
   
      6.490.000đ
     
        6.990.000đ
       
          Giảm 7%
           Smember giảm thêm
            đến 65.000đ 
            S-Student giảm thêm đến 200.000đ 
              Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",https://cellphones.com.vn/dien-thoai-nothing-cmf-phone-1.html,Nothing Phone CMF 1 8GB 128GB,6.490.000 đ,,,6.67 inches,,MediaTek Dimensity 7300 5G,4nm TSMC process,2 SIM (Nano-SIM),8 GB,128 GB,5000 mAh,Android 14,https://cellphones.com.vn/mobile/nothing-phone.html
1742968886-157,https://cellphones.com.vn/mobile.html,"Nothing Phone 2  
          Sắp về hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/nothing-phone-2.html,Nothing Phone 2,Giá liên hệ,,,6.55 inches,"Tần số quét 120Hz
1 tỷ màu, HDR10+, 500 nits (typ), 950 nits (tối đa)
Corning Gorilla Glass 6",Snapdragon 8 Gen 2 (4 nm),Adreno 740,2 SIM (Nano-SIM),8 GB,256 GB,5000 mAh,Android 13,https://cellphones.com.vn/mobile/nothing-phone.html
1742968896-158,https://cellphones.com.vn/mobile.html,"Nothing Phone 3A Pro  
          Hết hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/dien-thoai-nothing-phone-3a-pro.html,Nothing Phone 3A Pro,Giá liên hệ,,,6.77 inches,,Qualcomm SM7635 Snapdragon 7s Gen 3 (4 nm),,2 Nano-SIM,8 GB,256 GB,5000mAh,Nothing OS 3.1 (Based on Android 15),https://cellphones.com.vn/mobile/nothing-phone.html
1742968904-159,https://cellphones.com.vn/mobile.html,"Nothing Phone 2A 5G 12GB 256GB - Chỉ có tại CellphoneS   Trả góp 0%  
    :
   
      7.990.000đ
     
        10.190.000đ
       
          Giảm 22%
           Smember giảm thêm
            đến 80.000đ 
            S-Student giảm thêm đến 200.000đ 
              Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",https://cellphones.com.vn/dien-thoai-nothing-phone-2a-12gb-256gb.html,Nothing Phone 2A 5G 12GB 256GB - Chỉ có tại CellphoneS,7.990.000 đ,5.0/5,3,6.7 inches,120Hz,MediaTek Dimensity 7200 Pro (4nm TSMC process),,2 SIM (Nano-SIM),12 GB,256 GB,5000 mAh,Android 14,https://cellphones.com.vn/mobile/nothing-phone.html
1742968913-160,https://cellphones.com.vn/mobile.html,"Nothing Phone 2A Plus 5G 12GB 256GB - Chỉ có tại CellphoneS   Trả góp 0%  
    :
   
      8.890.000đ
     
        11.490.000đ
       
          Giảm 23%
           Smember giảm thêm
            đến 89.000đ 
            S-Student giảm thêm đến 200.000đ 
              Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",https://cellphones.com.vn/dien-thoai-nothing-phone-2a-plus.html,Nothing Phone 2A Plus 5G 12GB 256GB - Chỉ có tại CellphoneS,8.890.000 đ,5.0/5,3,6.7 inches,120Hz,MediaTek Dimensity 7350 Pro 5G,ARM Mali G610 MC4,2 SIM (Nano-SIM),12 GB,256 GB,5000 mAh,Android 14,https://cellphones.com.vn/mobile/nothing-phone.html
1742968922-161,https://cellphones.com.vn/mobile.html,"Nothing Phone 2A 5G 8GB 128GB - Chỉ có tại CellphoneS   Trả góp 0%  
    :
   
      6.790.000đ
     
        8.990.000đ
       
          Giảm 24%
           Smember giảm thêm
            đến 68.000đ 
            S-Student giảm thêm đến 200.000đ 
              Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",https://cellphones.com.vn/dien-thoai-nothing-phone-2a.html,Nothing Phone 2A 5G 8GB 128GB - Chỉ có tại CellphoneS,6.790.000 đ,5.0/5,4,6.7 inches,120Hz,MediaTek Dimensity 7200 Pro (4nm TSMC process),,2 SIM (Nano-SIM),8 GB,128 GB,5000 mAh,Android 14,https://cellphones.com.vn/mobile/nothing-phone.html
1742968939-162,https://cellphones.com.vn/mobile.html,"realme C51 4GB 64GB 6.74 inches4GB + Mở rộng 4GB64 GB 
          Hết hàng Trả góp 0%  
    :
   
      3.290.000đ
        Smember giảm thêm
            đến 33.000đ 
            S-Student giảm thêm đến 165.000đ",https://cellphones.com.vn/realme-c51-4gb-64gb.html,realme C51 4GB 64GB,3.290.000₫,,,6.74 inches,"Độ sáng tối đa: 560 nits
 Mặt kính cảm ứng: Kính cường lực Panda
Tần số quét 90hz",Unisoc Tiger T612,Mali-G57,2 SIM (Nano-SIM),4GB + Mở rộng 4GB,64 GB,5000 mAh,Android 13,https://cellphones.com.vn/mobile/realme/c-series.html
1742968947-163,https://cellphones.com.vn/mobile.html,"realme C67 8GB 256GB 6.72 inches8 GB256 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/dien-thoai-realme-c67-8gb-256gb.html,realme C67 8GB 256GB,,,,6.72 inches,"Tần số quét 90 Hz
950 nits
Mặt kính cảm ứng:	Kính cường lực Panda",Snapdragon 685 8 nhân,,2 SIM (Nano-SIM),8 GB,256 GB,5000 mAh,Android 14,https://cellphones.com.vn/mobile/realme/c-series.html
1742968956-164,https://cellphones.com.vn/mobile.html,"Realme GT3 6.74 inches8 GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/realme-gt3.html,Realme GT3,,,,6.74 inches,,Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Adreno 730,2 SIM (Nano-SIM),8 GB,128 GB,4600 mAh,Android 13,https://cellphones.com.vn/mobile/realme.html
1742968967-165,https://cellphones.com.vn/mobile.html,"realme Narzo 50 6.6 inches4 GB64 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/realme-narzo-50.html,realme Narzo 50,,,,6.6 inches,120Hz,Mediatek Helio G96 (12 nm),Mali-G57 MC2,2 SIM (Nano-SIM),4 GB,64 GB,Li-Po 5000 mAh,"Android 11, Realme UI 2.0",https://cellphones.com.vn/mobile/realme.html
1742968976-166,https://cellphones.com.vn/mobile.html,"realme 10 Pro Plus 6.7 inches6 GB64 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/realme-10-pro-plus.html,realme 10 Pro Plus,,,,6.7 inches,"1B màu, Tần số quét 120Hz",MediaTek Dimensity 1080 (6 nm),Mali-G68 MC4,2 SIM (Nano-SIM),6 GB,64 GB,5.000 mAh,Android 12,https://cellphones.com.vn/mobile/realme.html
1742968985-167,https://cellphones.com.vn/mobile.html,"realme GT Neo 5 6.74 inches16 GB256 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      Giá Liên Hệ",https://cellphones.com.vn/realme-gt-neo-5.html,realme GT Neo 5,,5.0/5,1,6.74 inches,,Chip Snapdragon® 8+ 5G,GPU Adreno 730,2 SIM (Nano-SIM),16 GB,256 GB,5000 mAh,Android 13,https://cellphones.com.vn/mobile/realme.html
1742968995-168,https://cellphones.com.vn/mobile.html,"realme C51 4GB 128GB 6.74 inches4GB + Mở rộng 4GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      2.390.000đ
     
        3.490.000đ
       
          Giảm 32%
           Smember giảm thêm
            đến 24.000đ 
            S-Student giảm thêm đến 120.000đ",https://cellphones.com.vn/realme-c51.html,realme C51 4GB 128GB,2.390.000 đ,4.7/5,16,6.74 inches,90Hz,Unisoc UNISOC T612,Mali-G57,2 SIM (Nano-SIM),4GB + Mở rộng 4GB,128 GB,5000mAh,realme UI T Edition - Android 13,https://cellphones.com.vn/mobile/realme.html
1742969003-169,https://cellphones.com.vn/mobile.html,"realme C55 6GB 128GB 6.72 inches6 GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      3.480.000đ
     
        4.990.000đ
       
          Giảm 30%
           Smember giảm thêm
            đến 35.000đ 
            S-Student giảm thêm đến 174.000đ 
              Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",https://cellphones.com.vn/realme-c55.html,realme C55 6GB 128GB,3.480.000 đ,4.9/5,22,6.72 inches,"Tần số quét 90 Hz,  680 nits",Helio G88,Mali-G52,2 SIM (Nano-SIM),6 GB,128 GB,5000 MAh,Android 13,https://cellphones.com.vn/mobile/realme.html
1742969012-170,https://cellphones.com.vn/mobile.html,"realme 11 8GB 128GB 6.4 inches8GB + Mở rộng 8GB128 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      4.590.000đ
     
        7.390.000đ
       
          Giảm 38%
           Smember giảm thêm
            đến 46.000đ 
            S-Student giảm thêm đến 230.000đ 
              Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",https://cellphones.com.vn/realme-11.html,realme 11 8GB 128GB,4.590.000 đ,5.0/5,9,6.4 inches,90Hz,Chip Helio G99,ARM G57 MC2,2 SIM (Nano-SIM),8GB + Mở rộng 8GB,128 GB,5.000 mAh,realme UI 4.0 Trên nền tảng Android 13,https://cellphones.com.vn/mobile/realme.html
1742969022-171,https://cellphones.com.vn/mobile.html,"realme 11 Pro (8GB -  256GB) 6.7 inches8 GB256 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      7.790.000đ
     
        11.990.000đ
       
          Giảm 35%
           Smember giảm thêm
            đến 78.000đ 
            S-Student giảm thêm đến 390.000đ 
              Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",https://cellphones.com.vn/realme-11-pro.html,realme 11 Pro (8GB -  256GB),7.790.000 đ,5.0/5,4,6.7 inches,120Hz,Mediatek Dimensity 7050 5G,Mali-G68,2 SIM (Nano-SIM),8 GB,256 GB,5.000 mAh,Android 13,https://cellphones.com.vn/mobile/realme.html
1742969031-172,https://cellphones.com.vn/mobile.html,"realme C53 8GB 256GB 6.74 inches8GB + Mở rộng 8GB256 GB  Trả góp 0%  
    :
   
      3.750.000đ
     
        4.790.000đ
       
          Giảm 22%
           Smember giảm thêm
            đến 38.000đ 
            S-Student giảm thêm đến 188.000đ 
              Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",https://cellphones.com.vn/realme-c53.html,realme C53 8GB 256GB,3.750.000₫,5.0/5,4,6.74 inches,"Tần số quét 90Hz, độ sáng tối đa 560nits, 16.7 triệu màu",Unisoc Tiger T612,ARM Mali-G57,2 SIM (Nano-SIM),8GB + Mở rộng 8GB,256 GB,5000 mAh,Android 13,https://cellphones.com.vn/mobile/realme.html
1742969040-173,https://cellphones.com.vn/mobile.html,"realme C67 8GB 128GB 6.72 inches8 GB128 GB  Trả góp 0%  
    :
   
      4.290.000đ
     
        5.290.000đ
       
          Giảm 19%
           Smember giảm thêm
            đến 43.000đ 
            S-Student giảm thêm đến 215.000đ 
              Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",https://cellphones.com.vn/dien-thoai-realme-c67.html,realme C67 8GB 128GB,4.290.000₫,4.9/5,16,6.72 inches,"Tần số quét 90 Hz
950 nits
Mặt kính cảm ứng:	Kính cường lực Panda",Snapdragon 685 8 nhân,Adreno 610,2 SIM (Nano-SIM),8 GB,128 GB,5000 mAh,Android 14,https://cellphones.com.vn/mobile/realme.html
1742969050-174,https://cellphones.com.vn/mobile.html,"realme 10 8GB 256GB 6.4 inches8 GB256 GB 
          Sắp về hàng Trả góp 0%  
    :
   
      7.190.000đ
        Smember giảm thêm
            đến 72.000đ 
            S-Student giảm thêm đến 360.000đ 
              Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",https://cellphones.com.vn/realme-10.html,realme 10 8GB 256GB,7.190.000₫,5.0/5,14,6.4 inches,"Tần số quét 90 Hz, 16,7 triệu màu, Độ tương phản: 4,000,000:1, kính cường lực: Corning Gorilla Glass 5",Helio G99 (6nm),Mali-G57 MC2,2 SIM (Nano-SIM),8 GB,256 GB,5.000 mAh,"Android 12, Realme UI 3.0",https://cellphones.com.vn/mobile/realme.html
1742969059-175,https://cellphones.com.vn/mobile.html,"realme Note 60 4GB 64GB 6.74 inches4 GB64 GB  Trả góp 0%  
    :
   
      3.090.000đ
        Smember giảm thêm
            đến 31.000đ 
            S-Student giảm thêm đến 155.000đ 
              Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",https://cellphones.com.vn/dien-thoai-realme-note-60.html,realme Note 60 4GB 64GB,3.090.000₫,5.0/5,4,6.74 inches,"Tần số quét 90Hz, Độ sáng tối đa 560nit
16.7 triệu màu
Panda - MN228",UNISOC T612,Mali-G57,2 Nano-SIM,4 GB,64 GB,5000 mAh,Android 14,https://cellphones.com.vn/mobile/realme.html
1742969069-176,https://cellphones.com.vn/mobile.html,"realme Note 60x 3GB 64GB 6.74 inches3 GB64 GB  Trả góp 0%  
    :
   
      2.690.000đ
        Smember giảm thêm
            đến 27.000đ 
            S-Student giảm thêm đến 135.000đ",https://cellphones.com.vn/dien-thoai-realme-note-60x.html,realme Note 60x 3GB 64GB,2.690.000₫,5.0/5,6,6.74 inches,Tần số quét 90 Hz,Unisoc T612,,,3 GB,64 GB,5000 mAh,,https://cellphones.com.vn/mobile/realme.html
1742969079-177,https://cellphones.com.vn/mobile.html,"realme C61 6GB 128GB 6.745 inches6 GB128 GB  Trả góp 0%  
    :
   
      3.890.000đ
     
        3.990.000đ
       
          Giảm 3%
           Smember giảm thêm
            đến 39.000đ 
            S-Student giảm thêm đến 195.000đ 
              Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",https://cellphones.com.vn/dien-thoai-realme-c61-6gb-128gb.html,realme C61 6GB 128GB,3.890.000 đ,4.0/5,1,6.745 inches,90Hz,Unisoc Tiger T612,ARM Mali-G57 MP4,2 Nano-SIM,6 GB,128 GB,5000 mAh,Android 14,https://cellphones.com.vn/mobile/realme.html
1742969088-178,https://cellphones.com.vn/mobile.html,"realme C61 4GB 128GB 6.745 inches4 GB128 GB  Trả góp 0%  
    :
   
      2.890.000đ
     
        3.590.000đ
       
          Giảm 19%
           Smember giảm thêm
            đến 29.000đ 
            S-Student giảm thêm đến 145.000đ",https://cellphones.com.vn/dien-thoai-realme-c61.html,realme C61 4GB 128GB,2.890.000 đ,4.7/5,3,6.745 inches,90Hz,Unisoc Tiger T612,ARM Mali-G57 MP4,2 Nano-SIM,4 GB,128 GB,5000 mAh,Android 14,https://cellphones.com.vn/mobile/realme.html
1742969098-179,https://cellphones.com.vn/mobile.html,"realme C51 6GB 256GB 6.74 inches6 GB256 GB  Trả góp 0%  
    :
   
      3.390.000đ
     
        4.490.000đ
       
          Giảm 24%
           Smember giảm thêm
            đến 34.000đ 
            S-Student giảm thêm đến 170.000đ 
              Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",https://cellphones.com.vn/dien-thoai-realme-c51-6gb-256gb.html,realme C51 6GB 256GB,3.390.000 đ,5.0/5,1,6.74 inches,90Hz,Unisoc UNISOC T612,Mali-G57,2 SIM (Nano-SIM),6 GB,256 GB,5000mAh,realme UI T Edition - Android 13,https://cellphones.com.vn/mobile/realme.html
1742969107-180,https://cellphones.com.vn/mobile.html,"realme C60 4GB 64GB 6.74 inches4 GB64 GB  Trả góp 0%  
    :
   
      2.390.000đ
     
        2.790.000đ
       
          Giảm 14%
           Smember giảm thêm
            đến 23.000đ 
            S-Student giảm thêm đến 115.000đ",https://cellphones.com.vn/dien-thoai-realme-c60.html,realme C60 4GB 64GB,2.390.000₫,5.0/5,3,6.74 inches,"Tần số quét 90 Hz, 560nits
 Kính cường lực Panda
16.7 triệu màu",Unisoc T612,ARM Mali-G57,2 SIM (Nano-SIM),4 GB,64 GB,5000 mAh,"Android 13, realme UI",https://cellphones.com.vn/mobile/realme.html
